Id,LotFrontage,LotArea,LotShape,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,PoolArea,Fence,SaleType,SaleCondition,SalePrice
304,70,9800,Reg,1Story,5,7,1972,1972,0,894,Y,894,0,894,1,1,0,3,1,TA,Typ,0,Attchd,2,TA,256,0,0,GdWo,WD,Abnorml,149900
305,87,18386,Reg,2.5Fin,7,9,1880,2002,0,1470,Y,1675,1818,3493,0,3,0,3,1,Gd,Typ,1,Attchd,3,TA,302,0,0,NA,WD,Normal,295000
306,80,10386,Reg,1Story,8,5,2004,2005,246,2000,Y,2000,0,2000,1,2,0,3,1,Gd,Typ,0,Attchd,3,TA,168,0,0,NA,WD,Normal,305900
307,116,13474,Reg,2Story,7,5,1990,1991,246,700,Y,1122,1121,2243,1,2,1,4,1,Gd,Typ,1,Attchd,3,TA,127,44,0,NA,WD,Normal,225000
308,NA,7920,IR1,1.5Fin,6,7,1920,1950,0,319,Y,1035,371,1406,0,1,0,3,1,Fa,Typ,0,NA,0,NA,0,144,0,MnPrv,WD,Normal,89500
309,NA,12342,IR1,1Story,4,5,1940,1950,0,861,Y,861,0,861,0,1,0,1,1,TA,Typ,0,Detchd,2,TA,158,0,0,NA,WD,Normal,82500
310,90,12378,IR1,1Story,9,5,2003,2004,0,1896,Y,1944,0,1944,1,2,0,3,1,Ex,Typ,3,Attchd,3,TA,208,175,0,NA,WD,Normal,360000
311,NA,7685,IR1,2Story,6,5,1993,1994,112,697,Y,697,804,1501,0,2,1,3,1,Gd,Typ,1,Attchd,2,TA,190,63,0,NA,WD,Normal,165600
312,50,8000,Reg,1Story,6,6,1948,2002,0,972,Y,972,0,972,1,1,0,2,1,TA,Typ,1,Detchd,1,TA,0,0,0,NA,WD,Normal,132000
313,65,7800,Reg,1.5Fin,5,7,1939,1950,0,793,Y,793,325,1118,1,1,0,3,1,TA,Typ,1,Detchd,2,TA,0,0,0,MnPrv,WD,Normal,119900
314,150,215245,IR3,1Story,7,5,1965,1965,0,2136,Y,2036,0,2036,2,2,0,3,1,TA,Typ,2,Attchd,2,TA,0,0,0,NA,WD,Normal,375000
315,60,9600,Reg,2Story,7,7,1925,1990,0,728,Y,832,809,1641,0,1,1,3,1,Ex,Typ,1,Detchd,2,Fa,0,0,0,NA,WD,Normal,178000
316,71,7795,IR1,2Story,7,5,2004,2005,0,716,Y,716,716,1432,1,2,1,3,1,Gd,Typ,1,Attchd,2,TA,100,51,0,NA,WD,Normal,188500
317,94,13005,IR1,2Story,7,7,1980,1980,278,845,Y,1153,1200,2353,1,2,1,4,1,Ex,Typ,1,Attchd,2,TA,288,195,0,GdPrv,WD,Normal,260000
318,75,9000,Reg,2Story,8,5,2006,2006,0,1088,Y,1088,871,1959,0,2,1,3,1,Gd,Typ,1,Attchd,3,TA,208,46,0,NA,WD,Normal,270000
319,90,9900,Reg,2Story,7,5,1993,1993,256,1347,Y,1372,1274,2646,1,2,1,4,1,Gd,Typ,1,Attchd,3,TA,340,60,0,NA,WD,Normal,260000
320,NA,14115,Reg,SLvl,7,5,1980,1980,225,1372,Y,1472,0,1472,1,2,0,3,1,TA,Typ,2,Attchd,2,TA,233,48,0,NA,WD,Normal,187500
321,111,16259,Reg,2Story,9,5,2006,2006,370,1249,Y,1249,1347,2596,0,3,1,4,1,Gd,Typ,0,Attchd,3,TA,240,154,0,NA,New,Partial,342643
322,99,12099,IR1,2Story,8,5,2004,2004,388,1136,Y,1136,1332,2468,1,2,1,4,1,Gd,Typ,1,BuiltIn,3,TA,184,154,0,NA,WD,Normal,354000
323,86,10380,IR1,2Story,7,5,1986,1987,172,1502,Y,1553,1177,2730,1,2,1,4,1,Gd,Typ,1,Attchd,2,TA,201,96,0,MnPrv,WD,Normal,301000
324,49,5820,Reg,1Story,3,8,1955,2005,0,1162,Y,1163,0,1163,1,1,0,3,1,TA,Typ,0,Attchd,1,Fa,142,98,0,NA,WD,Normal,126175
325,96,11275,Reg,SLvl,7,7,1967,2007,300,710,Y,1898,1080,2978,0,2,1,5,1,Gd,Typ,1,BuiltIn,2,TA,240,0,0,NA,WD,Normal,242000
326,50,5000,Reg,1.5Unf,5,6,1941,1950,0,720,N,803,0,803,0,1,0,2,1,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,87000
327,32,10846,IR1,1Story,8,5,1993,1993,0,1719,Y,1719,0,1719,2,1,1,1,1,Gd,Typ,2,Attchd,2,TA,122,30,0,NA,Con,Normal,324000
328,80,11600,Reg,1Story,6,5,1960,1960,175,1383,Y,1383,0,1383,0,1,1,3,1,TA,Typ,0,Attchd,1,TA,0,45,0,NA,WD,Normal,145250
329,NA,11888,IR1,2.5Unf,6,6,1916,1994,0,844,N,1445,689,2134,0,2,0,5,1,Gd,Typ,0,Detchd,2,TA,0,60,0,NA,WD,Normal,214500
330,60,6402,Reg,2Story,5,5,1920,1950,0,596,N,596,596,1192,0,1,0,3,1,TA,Typ,0,Detchd,1,Fa,0,0,0,GdWo,WD,Normal,78000
331,NA,10624,IR1,1Story,5,4,1964,1964,84,1728,Y,1728,0,1728,0,2,0,6,2,TA,Typ,0,Detchd,1,TA,155,0,0,NA,WD,Normal,119000
332,70,8176,Reg,1Story,5,6,1958,1992,0,1056,Y,1056,0,1056,1,1,0,3,1,TA,Typ,0,Attchd,1,TA,0,0,0,NA,WD,Normal,139000
333,85,10655,IR1,1Story,8,5,2003,2004,296,3206,Y,1629,0,1629,1,2,0,3,1,Gd,Typ,1,Attchd,3,TA,0,0,0,NA,WD,Normal,284000
334,59,8198,Reg,1Story,7,5,2004,2004,146,1358,Y,1358,0,1358,1,2,0,2,1,Gd,Typ,1,Attchd,2,TA,192,30,0,NA,WD,Normal,207000
335,59,9042,IR1,2Story,6,5,1998,1998,0,943,Y,943,695,1638,1,2,1,3,1,TA,Typ,2,Attchd,2,TA,100,38,0,NA,WD,Normal,192000
336,NA,164660,IR1,1.5Fin,5,6,1965,1965,0,1499,Y,1619,167,1786,2,2,0,3,1,TA,Typ,2,Attchd,2,TA,670,0,0,NA,WD,Normal,228950
337,86,14157,IR1,1Story,9,5,2005,2006,200,1922,Y,1922,0,1922,1,2,0,3,1,Gd,Typ,1,Attchd,3,TA,178,51,0,NA,WD,Normal,377426
338,70,9135,Reg,1Story,7,5,2002,2003,113,1536,Y,1536,0,1536,1,2,0,3,1,Gd,Typ,0,Attchd,2,TA,192,74,0,NA,WD,Normal,214000
339,91,14145,Reg,1Story,7,7,1984,1998,0,1208,Y,1621,0,1621,1,2,0,3,1,Gd,Typ,0,Attchd,2,TA,108,45,0,NA,WD,Normal,202500
340,66,12400,IR1,1Story,6,7,1958,1998,176,1215,Y,1215,0,1215,0,1,0,3,1,TA,Typ,0,Attchd,1,TA,0,0,0,NA,WD,Normal,155000
341,85,14191,Reg,2Story,8,5,2002,2002,0,967,Y,993,915,1908,0,2,1,4,1,Gd,Typ,0,Attchd,2,TA,135,0,0,NA,WD,Normal,202900
342,60,8400,Reg,1Story,4,4,1950,1950,0,721,Y,841,0,841,0,1,0,2,1,TA,Typ,0,CarPort,1,TA,250,0,0,NA,WD,Normal,82000
343,NA,8544,Reg,1Story,3,4,1949,1950,340,0,N,1040,0,1040,0,2,0,2,2,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,87500
344,63,8849,IR1,1Story,9,5,2005,2005,616,1684,Y,1684,0,1684,0,2,0,2,1,Ex,Typ,1,Attchd,2,TA,495,72,0,NA,WD,Normal,266000
345,36,2592,Reg,2Story,5,3,1976,1976,0,536,Y,536,576,1112,0,1,1,3,1,TA,Typ,0,Attchd,1,TA,182,0,0,NA,WD,Normal,85000
346,65,6435,Reg,1.5Fin,6,5,1939,1950,0,972,Y,972,605,1577,0,1,0,3,1,Fa,Typ,1,Detchd,1,TA,0,0,0,NA,WD,Normal,140200
347,NA,12772,IR1,1Story,6,8,1960,1998,0,958,Y,958,0,958,0,1,0,2,1,TA,Typ,0,Attchd,1,TA,0,0,0,NA,WD,Normal,151500
348,NA,17600,IR1,1Story,6,5,1960,1960,30,1478,Y,1478,0,1478,1,2,0,3,1,TA,Typ,2,Attchd,2,TA,0,40,0,NA,WD,Normal,157500
349,36,2448,Reg,2Story,7,5,2003,2004,106,764,Y,764,862,1626,1,2,1,2,1,Gd,Typ,0,BuiltIn,2,TA,0,27,0,NA,WD,Normal,154000
350,56,20431,IR2,2Story,9,5,2005,2006,870,1848,Y,1848,880,2728,1,2,1,4,1,Ex,Typ,2,Attchd,3,TA,0,0,0,NA,New,Partial,437154
351,68,7820,IR1,1Story,9,5,2007,2007,362,1869,Y,1869,0,1869,0,2,0,2,1,Ex,Typ,1,Attchd,2,TA,210,54,0,NA,New,Partial,318061
352,NA,5271,IR1,1Story,7,5,1986,1986,0,1453,Y,1453,0,1453,1,1,1,2,1,Gd,Typ,1,Attchd,2,TA,0,80,0,NA,WD,Abnorml,190000
353,60,9084,Reg,1.5Fin,5,6,1941,1950,0,616,N,616,495,1111,0,1,0,3,1,TA,Typ,0,Detchd,1,TA,48,0,0,NA,ConLw,Normal,95000
354,60,8520,Reg,1Story,6,8,1928,2003,0,624,Y,720,0,720,0,1,0,2,1,TA,Typ,0,Detchd,2,TA,106,0,0,NA,WD,Normal,105900
355,60,8400,Reg,1.5Fin,6,5,1940,2000,0,940,Y,1192,403,1595,0,1,0,2,1,TA,Typ,2,Attchd,1,TA,0,0,0,NA,WD,Normal,140000
356,105,11249,IR2,1Story,6,5,1995,1995,0,1200,Y,1200,0,1200,1,2,0,3,1,Gd,Typ,0,Attchd,2,TA,0,26,0,NA,WD,Normal,177500
357,NA,9248,IR1,1Story,6,6,1992,1992,106,1158,Y,1167,0,1167,1,2,0,3,1,Gd,Typ,0,Attchd,2,TA,120,26,0,NA,WD,Normal,173000
358,44,4224,Reg,1Story,5,5,1976,1976,0,1142,Y,1142,0,1142,1,1,1,3,1,TA,Typ,1,Attchd,2,TA,536,90,0,MnPrv,WD,Normal,134000
359,92,6930,IR1,SLvl,5,4,1958,1958,120,1062,Y,1352,0,1352,0,1,0,3,1,Gd,Min2,0,BuiltIn,1,TA,168,0,0,NA,WD,Abnorml,130000
360,78,12011,IR1,2Story,8,5,1998,1998,530,1086,Y,1086,838,1924,1,2,1,3,1,Gd,Typ,1,Attchd,2,TA,208,75,0,NA,WD,Normal,280000
361,NA,7540,IR1,SFoyer,6,6,1978,1978,0,888,Y,912,0,912,1,1,0,2,1,TA,Typ,1,Attchd,2,TA,0,0,0,MnPrv,WD,Normal,156000
362,NA,9144,Reg,1.5Fin,5,5,1940,1982,0,883,Y,988,517,1505,1,1,0,3,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Normal,145000
363,64,7301,Reg,SFoyer,7,5,2003,2003,500,0,Y,495,1427,1922,0,3,0,4,1,Gd,Typ,1,BuiltIn,2,TA,0,0,0,NA,ConLD,Normal,198500
364,21,1680,Reg,2Story,6,8,1972,2007,510,483,Y,483,504,987,0,1,1,2,1,Gd,Typ,0,Detchd,1,TA,250,0,0,NA,WD,Normal,118000
365,NA,18800,IR1,2Story,6,5,1976,1976,120,796,Y,790,784,1574,1,2,1,3,1,TA,Typ,1,Attchd,2,TA,306,111,0,NA,WD,Normal,190000
366,59,10690,Reg,2Story,5,7,1920,1997,0,672,Y,672,672,1344,0,1,0,3,1,TA,Typ,0,Detchd,1,TA,0,128,0,NA,WD,Normal,147000
367,NA,9500,IR1,1Story,6,5,1963,1963,247,1394,Y,1394,0,1394,1,1,1,3,1,TA,Typ,2,Attchd,2,TA,0,76,0,NA,WD,Normal,159000
368,101,9150,IR1,SLvl,6,5,1962,1962,305,1099,Y,1431,0,1431,0,1,0,3,1,TA,Typ,1,Basment,1,TA,64,110,0,NA,WD,Normal,165000
369,78,7800,Reg,1Story,5,6,1954,1954,200,1268,Y,1268,0,1268,0,1,0,2,1,TA,Typ,1,Attchd,1,TA,0,98,0,NA,WD,Normal,132000
370,NA,9830,IR1,1Story,5,7,1959,2006,0,1063,Y,1287,0,1287,1,1,0,3,1,Gd,Typ,1,Detchd,2,TA,364,17,0,NA,WD,Normal,162000
371,NA,8121,IR1,2Story,6,5,2000,2000,0,953,Y,953,711,1664,0,2,1,3,1,TA,Typ,1,Attchd,2,TA,100,40,0,NA,WD,Normal,172400
372,80,17120,Reg,1.5Fin,4,4,1959,1959,0,0,Y,1120,468,1588,0,2,0,4,1,TA,Min2,1,Detchd,2,TA,0,59,0,NA,WD,Normal,134432
373,50,7175,Reg,1Story,6,5,1984,1984,0,744,Y,752,0,752,1,1,0,2,1,TA,Typ,0,Attchd,1,TA,353,0,0,MnPrv,WD,Normal,125000
374,79,10634,Reg,1Story,5,6,1953,1953,0,608,Y,1319,0,1319,1,1,0,3,1,TA,Min2,0,Attchd,1,TA,66,0,0,GdWo,WD,Normal,123000
375,65,8200,Reg,2Story,7,5,2003,2004,0,847,Y,847,1081,1928,0,2,1,4,1,Gd,Typ,1,BuiltIn,2,TA,100,48,0,NA,WD,Normal,219500
376,NA,10020,IR1,1Story,1,1,1922,1950,0,683,N,904,0,904,1,0,1,1,1,Fa,Maj1,0,NA,0,NA,0,0,0,NA,WD,Normal,61000
377,57,8846,IR1,SFoyer,5,5,1996,1996,0,870,Y,914,0,914,0,1,0,2,1,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,148000
378,102,11143,IR1,2Story,8,5,2004,2005,0,1580,Y,1580,886,2466,0,3,0,4,1,Gd,Typ,1,Attchd,2,TA,159,214,0,NA,WD,Normal,340000
379,88,11394,Reg,1Story,9,2,2010,2010,350,1856,Y,1856,0,1856,1,1,1,1,1,Ex,Typ,1,Attchd,3,TA,113,0,0,NA,New,Partial,394432
380,60,8123,IR1,2Story,6,5,2000,2000,16,982,Y,1007,793,1800,0,2,1,3,1,TA,Typ,1,Attchd,2,TA,100,63,0,NA,WD,Normal,179000
381,50,5000,Reg,1.5Fin,5,6,1924,1950,0,1026,Y,1026,665,1691,0,2,0,3,1,Gd,Typ,1,Detchd,1,TA,0,0,0,NA,WD,Normal,127000
382,60,7200,Reg,1Story,7,5,2006,2006,0,1293,Y,1301,0,1301,1,2,0,2,1,Gd,Typ,1,Attchd,2,TA,216,121,0,NA,New,Partial,187750
383,79,9245,IR1,2Story,7,5,2006,2006,0,939,Y,939,858,1797,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,144,53,0,NA,WD,Normal,213500
384,60,9000,Reg,1.5Unf,6,3,1928,1950,0,784,N,784,0,784,0,1,0,2,1,TA,Typ,0,Detchd,2,Fa,0,0,0,NA,WD,Normal,76000
385,NA,53107,IR2,2Story,6,5,1992,1992,0,1580,Y,1079,874,1953,1,2,1,3,1,Gd,Typ,2,Attchd,2,TA,216,231,0,NA,WD,Normal,240000
386,43,3182,Reg,1Story,8,5,2004,2005,16,1256,Y,1269,0,1269,0,2,0,2,1,Gd,Typ,1,Attchd,2,TA,146,20,0,NA,WD,Normal,192000
387,58,8410,Reg,1.5Fin,5,3,1910,1996,0,658,Y,658,526,1184,0,1,0,5,1,TA,Typ,0,NA,0,NA,0,151,0,NA,WD,AdjLand,81000
388,72,7200,Reg,SLvl,6,6,1976,1976,255,1041,Y,1125,0,1125,1,1,0,3,1,TA,Typ,1,Detchd,1,TA,296,0,0,GdWo,WD,Abnorml,125000
389,93,9382,IR1,1Story,7,5,1999,2000,125,1468,Y,1479,0,1479,0,2,0,3,1,Gd,Typ,0,Attchd,2,TA,120,25,0,NA,WD,Normal,191000
390,96,12474,Reg,2Story,10,5,2007,2008,272,1682,Y,1742,590,2332,1,2,1,3,1,Ex,Typ,1,BuiltIn,3,TA,196,134,0,NA,New,Partial,426000
391,50,8405,Reg,1.5Fin,5,8,1900,1950,0,861,Y,961,406,1367,1,1,0,4,1,TA,Typ,0,Detchd,1,TA,0,130,0,MnPrv,WD,Normal,119000
392,71,12209,IR1,2Story,6,5,2001,2002,0,804,Y,804,1157,1961,1,2,1,3,1,Gd,Typ,1,BuiltIn,2,TA,125,192,0,NA,WD,Normal,215000
393,NA,8339,IR1,1Story,5,7,1959,1959,0,0,Y,882,0,882,0,1,0,3,1,TA,Typ,0,Attchd,1,TA,0,0,0,MnPrv,WD,Normal,106500
394,NA,7446,Reg,1Story,4,5,1941,1950,0,788,Y,788,0,788,0,1,0,2,1,TA,Typ,2,NA,0,NA,0,0,0,GdWo,WD,Abnorml,100000
395,60,10134,Reg,1.5Fin,5,6,1940,1950,0,735,Y,735,299,1034,0,1,0,2,1,TA,Typ,0,Detchd,1,TA,0,39,0,NA,WD,Normal,109000
396,68,9571,Reg,1Story,5,6,1956,1956,0,1144,Y,1144,0,1144,1,1,0,3,1,TA,Typ,0,Attchd,1,TA,44,0,0,NA,WD,Normal,129000
397,60,7200,Reg,1Story,5,5,1972,1972,0,894,Y,894,0,894,0,1,0,2,1,TA,Typ,0,Detchd,2,TA,215,0,0,NA,WD,Normal,123000
398,69,7590,Reg,2Story,5,5,1962,1962,288,864,Y,876,936,1812,0,2,0,4,1,TA,Typ,1,Attchd,1,TA,0,168,0,NA,WD,Normal,169500
399,60,8967,Reg,1Story,5,2,1920,1950,0,961,Y,1077,0,1077,0,1,0,2,1,TA,Maj2,0,Detchd,1,Po,0,0,0,NA,WD,Abnorml,67000
400,65,8125,Reg,2Story,7,5,2006,2007,100,1092,Y,1112,438,1550,1,2,0,2,1,Gd,Typ,0,Attchd,2,TA,0,168,0,NA,WD,Normal,241000
401,38,14963,IR2,1Story,8,5,1996,1996,0,1260,Y,1288,0,1288,1,1,1,1,1,Ex,Typ,2,Attchd,2,TA,120,30,0,NA,WD,Normal,245500
402,65,8767,IR1,1Story,7,5,2005,2005,0,1310,Y,1310,0,1310,0,2,0,3,1,Gd,Typ,1,Attchd,2,TA,0,0,0,NA,New,Partial,164990
403,60,10200,Reg,1Story,5,8,1940,1997,0,672,Y,672,0,672,0,1,0,2,1,TA,Typ,0,Detchd,1,TA,168,0,0,GdPrv,WD,Normal,108000
404,93,12090,Reg,2Story,8,5,1998,1998,650,1141,Y,1165,1098,2263,0,2,1,4,1,Gd,Typ,1,BuiltIn,2,TA,144,123,0,NA,WD,Abnorml,258000
405,NA,10364,IR1,2Story,6,5,1995,1996,0,806,Y,806,766,1572,0,2,1,3,1,TA,Typ,1,BuiltIn,2,TA,0,40,0,NA,WD,Normal,168000
406,NA,9991,IR1,1Story,4,4,1976,1993,0,1281,Y,1620,0,1620,1,2,0,3,1,TA,Min1,1,Attchd,2,TA,120,78,0,GdWo,WD,Normal,150000
407,51,10480,Reg,1.5Fin,6,5,1936,1950,0,1064,Y,1166,0,1639,0,1,0,3,1,TA,Maj2,0,Detchd,1,TA,0,0,0,NA,WD,Normal,115000
408,63,15576,Reg,2Story,6,7,1915,1976,0,840,Y,840,840,1680,0,2,0,4,1,TA,Typ,0,Attchd,1,TA,0,0,0,NA,WD,Normal,177000
409,109,14154,Reg,2Story,7,5,2006,2006,350,1063,Y,1071,1101,2172,0,2,1,3,1,Gd,Typ,1,Attchd,3,TA,192,62,0,NA,New,Partial,280000
410,85,10800,Reg,2Story,8,5,2007,2008,100,1034,Y,1050,1028,2078,1,2,1,3,1,Ex,Typ,1,Attchd,3,TA,0,102,0,NA,New,Partial,339750
411,68,9571,Reg,1Story,5,3,1958,1958,0,1276,Y,1276,0,1276,0,1,0,3,1,TA,Mod,0,Attchd,1,TA,0,0,0,NA,COD,Abnorml,60000
412,100,34650,Reg,1Story,5,5,1955,1955,0,1056,N,1056,0,1056,1,1,0,3,1,TA,Typ,0,Attchd,2,TA,264,0,0,NA,WD,Normal,145000
413,NA,4403,IR2,1Story,7,5,2009,2009,432,1470,Y,1478,0,1478,1,2,1,2,1,Gd,Typ,1,Attchd,2,TA,0,144,0,NA,New,Partial,222000
414,56,8960,Reg,1Story,5,6,1927,1950,0,1008,Y,1028,0,1028,0,1,0,2,1,TA,Typ,1,Detchd,2,TA,0,0,0,NA,WD,Normal,115000
415,59,11228,IR2,2Story,7,5,1993,1993,0,1080,Y,1080,1017,2097,0,2,1,3,1,Gd,Typ,1,Attchd,3,TA,196,187,0,NA,WD,Normal,228000
416,73,8899,IR1,1Story,7,5,2007,2007,0,1340,Y,1340,0,1340,0,2,0,3,1,Gd,Typ,0,Attchd,2,TA,100,30,0,NA,New,Partial,181134
417,74,7844,Reg,2Story,6,7,1978,1978,203,672,Y,672,728,1400,0,1,1,3,1,TA,Typ,1,Attchd,2,TA,0,0,0,NA,WD,Normal,149500
418,86,22420,IR1,2Story,6,6,1918,1950,0,1370,N,1370,1254,2624,1,2,1,4,1,TA,Typ,1,Detchd,3,TA,0,0,0,NA,WD,Normal,239000
419,60,8160,Reg,1.5Fin,5,6,1940,1950,0,756,N,756,378,1134,1,1,1,3,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,AdjLand,126000
420,65,8450,Reg,1Story,5,6,1968,1968,0,1056,Y,1056,0,1056,1,1,0,3,1,TA,Typ,1,Attchd,1,TA,0,85,0,NA,WD,Normal,142000
421,78,7060,Reg,SFoyer,7,5,1997,1998,200,1344,Y,1344,0,1344,2,2,0,2,2,TA,Typ,0,Attchd,4,TA,0,0,0,NA,WD,Alloca,206300
422,NA,16635,IR1,1Story,6,7,1977,2000,126,1602,Y,1602,0,1602,0,2,0,3,1,Gd,Typ,1,Attchd,2,TA,240,0,0,NA,WD,Normal,215000
423,100,21750,Reg,1Story,5,5,1954,1954,0,988,Y,988,0,988,0,1,0,2,1,TA,Typ,0,Attchd,2,TA,0,0,0,NA,WD,Normal,113000
424,80,9200,Reg,2Story,8,5,1998,1998,473,1470,Y,1470,1160,2630,1,2,1,4,1,Gd,Typ,1,Attchd,3,TA,0,66,0,NA,WD,Normal,315000
425,72,9000,Reg,1Story,6,5,1956,1956,74,1196,Y,1196,0,1196,1,1,0,2,1,TA,Typ,1,Attchd,1,TA,0,44,0,NA,WD,Normal,139000
426,60,3378,Reg,2Story,7,8,1946,1992,0,651,Y,707,682,1389,0,1,1,3,1,TA,Typ,2,Detchd,1,TA,0,0,0,NA,WD,Normal,135000
427,NA,12800,Reg,SLvl,7,5,1989,1989,145,1518,Y,1644,0,1644,1,2,0,2,1,Gd,Typ,1,Attchd,2,TA,80,0,0,NA,WD,Normal,275000
428,77,8593,IR1,1Story,4,6,1957,1957,0,907,Y,907,0,907,0,1,0,3,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Normal,109008
429,64,6762,Reg,1Story,7,5,2007,2007,108,1208,Y,1208,0,1208,1,2,0,2,1,Gd,Typ,0,Attchd,2,TA,105,54,0,NA,New,Partial,195400
430,130,11457,IR1,1Story,6,5,1988,1988,0,1392,Y,1412,0,1412,1,2,0,3,1,Gd,Typ,1,Attchd,2,TA,0,0,0,NA,WD,Normal,175000
431,21,1680,Reg,2Story,6,5,1971,1971,232,483,Y,483,504,987,0,1,1,2,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,COD,Abnorml,85400
432,60,5586,IR1,1.5Fin,6,7,1920,1998,0,901,Y,1088,110,1198,0,1,0,4,1,TA,Typ,0,NA,0,NA,0,98,0,MnPrv,ConLD,Abnorml,79900
433,24,1920,Reg,2Story,5,5,1971,1971,376,765,Y,765,600,1365,1,1,1,2,1,TA,Min1,0,Detchd,2,TA,240,36,0,NA,WD,Normal,122500
434,100,10839,IR1,2Story,6,5,1997,1998,0,926,Y,926,678,1604,0,2,1,3,1,TA,Typ,1,Attchd,2,TA,0,36,0,NA,WD,Normal,181000
435,21,1890,Reg,SFoyer,4,7,1972,1972,0,630,Y,630,0,630,1,1,0,1,1,TA,Typ,0,NA,0,NA,88,0,0,NA,WD,Normal,81000
436,43,10667,IR2,2Story,7,6,1996,1996,0,799,Y,827,834,1661,1,2,1,3,1,Gd,Typ,1,Attchd,2,TA,158,61,0,NA,ConLw,Normal,212000
437,40,4400,Reg,1.5Fin,6,8,1920,1950,0,648,Y,734,384,1118,0,1,0,2,1,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,116000
438,50,6000,Reg,1.5Unf,6,7,1926,2004,0,884,Y,904,0,904,0,1,0,2,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Normal,119000
439,40,4280,Reg,1Story,5,6,1913,2002,0,440,N,694,0,694,0,1,0,2,1,Gd,Typ,1,Detchd,1,Gd,0,0,0,MnPrv,WD,Normal,90350
440,67,12354,Reg,1.5Fin,6,8,1920,2000,0,684,Y,684,512,1196,0,1,0,3,1,Gd,Typ,0,Detchd,2,TA,0,46,0,GdPrv,ConLI,Normal,110000
441,105,15431,Reg,1Story,10,5,2008,2008,200,3094,Y,2402,0,2402,1,2,0,2,1,Ex,Typ,2,Attchd,3,TA,0,72,0,NA,WD,Normal,555000
442,92,12108,Reg,1Story,4,4,1955,1955,270,1440,N,1440,0,1440,0,2,0,4,2,Fa,Typ,0,NA,0,NA,0,0,0,NA,WD,Normal,118000
443,52,6240,Reg,1.5Fin,5,7,1930,1992,0,1078,Y,1128,445,1573,0,2,0,3,1,TA,Typ,1,Detchd,2,TA,0,0,0,NA,WD,Normal,162900
444,53,3922,Reg,1Story,7,5,2006,2007,72,1258,Y,1258,0,1258,0,2,0,2,1,Gd,Typ,1,Attchd,3,TA,144,16,0,NA,New,Partial,172500
445,70,8750,Reg,2Story,7,5,1994,1995,0,915,Y,933,975,1908,1,2,1,4,1,Gd,Typ,1,Attchd,2,TA,144,133,0,NA,WD,Normal,210000
446,73,9855,Reg,1Story,6,5,1956,1956,0,1436,Y,1689,0,1689,0,1,0,3,1,TA,Typ,1,Attchd,2,TA,0,0,0,MnPrv,COD,Normal,127500
447,137,16492,IR1,1Story,6,6,1966,2002,0,1517,Y,1888,0,1888,0,2,1,2,1,Gd,Mod,1,Attchd,2,TA,0,0,0,NA,WD,Normal,190000
448,NA,11214,IR1,2Story,7,5,1998,1999,0,930,Y,956,930,1886,0,2,1,4,1,Gd,Typ,1,Attchd,2,TA,89,0,0,NA,WD,Normal,199900
449,50,8600,Reg,1.5Fin,6,6,1937,1950,0,780,Y,780,596,1376,0,2,0,3,1,TA,Typ,1,Detchd,1,TA,0,0,0,NA,WD,Normal,119500
450,50,6000,Reg,1.5Fin,3,7,1948,2002,0,649,Y,679,504,1183,0,1,1,2,1,TA,Typ,0,Detchd,1,TA,0,176,0,NA,WD,Normal,120000
451,70,5684,Reg,1Story,6,8,1930,2005,0,813,Y,813,0,813,0,1,0,2,1,Gd,Typ,0,Detchd,1,Fa,0,113,0,NA,WD,Normal,110000
452,62,70761,IR1,1Story,7,5,1975,1975,0,1533,Y,1533,0,1533,1,2,0,2,1,Gd,Typ,2,Attchd,2,TA,200,54,0,NA,WD,Normal,280000
453,NA,9303,IR1,2Story,6,5,1996,1997,42,872,Y,888,868,1756,1,2,1,3,1,TA,Typ,0,Attchd,2,TA,144,122,0,NA,WD,Normal,204000
454,75,9000,Reg,2Story,8,5,2008,2008,0,768,Y,786,804,1590,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,0,30,0,NA,WD,Normal,210000
455,63,9297,Reg,1Story,5,5,1976,1976,0,1728,Y,1728,0,1728,2,2,0,4,2,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Family,188000
456,80,9600,Reg,1Story,7,6,1973,1973,320,1242,Y,1242,0,1242,0,1,1,3,1,TA,Typ,1,Attchd,2,TA,0,0,0,NA,WD,Normal,175500
