Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,BsmtFinType2,BsmtFinSF2
731,120,RL,39,5389,IR1,Inside,StoneBr,1Story,8,5,1995,1996,Gable,CemntBd,CmentBd,None,0,Gd,PConc,Gd,No,GLQ,1180,415,1595,Ex,Unf,0
732,80,RL,73,9590,IR1,Corner,Timber,SLvl,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,442,Gd,PConc,Ex,Av,GLQ,786,82,868,Ex,Unf,0
733,60,RL,75,11404,IR1,Inside,CollgCr,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,BrkFace,202,Gd,PConc,Gd,Av,ALQ,252,901,1153,Ex,Unf,0
734,20,RL,80,10000,Reg,Corner,Sawyer,1Story,5,6,1961,1983,Hip,HdBoard,HdBoard,None,0,TA,CBlock,TA,No,BLQ,594,270,864,Ex,Unf,0
735,20,RL,NA,8978,IR1,Corner,Sawyer,1Story,5,5,1968,1968,Gable,Plywood,Plywood,None,0,TA,PConc,TA,No,Unf,0,948,948,TA,Unf,0
736,75,RM,60,10800,Reg,Inside,OldTown,2.5Unf,7,7,1914,1970,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,Gd,Mn,Rec,390,490,880,Fa,Unf,0
737,90,RL,60,8544,Reg,Inside,NAmes,1Story,3,4,1950,1950,Gable,Stucco,Stone,None,0,TA,CBlock,NA,NA,NA,0,0,0,Gd,NA,0
738,60,RL,72,10463,IR1,CulDSac,Gilbert,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,893,893,Ex,Unf,0
739,90,RL,60,10800,Reg,Inside,Edwards,1Story,5,5,1987,1988,Gable,Plywood,Plywood,None,0,TA,CBlock,Gd,Gd,GLQ,1200,0,1200,TA,Unf,0
740,60,RL,65,9313,IR1,Inside,CollgCr,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,864,864,Ex,Unf,0
741,70,RM,60,9600,Reg,Inside,OldTown,2Story,5,7,1910,2002,Gable,Wd Sdng,Wd Shng,None,0,TA,BrkTil,Fa,No,Unf,0,264,264,Ex,Unf,0
742,20,RL,65,6768,IR1,Inside,Sawyer,1Story,6,8,1961,1996,Hip,HdBoard,HdBoard,None,0,TA,CBlock,TA,Mn,GLQ,832,80,912,Gd,Unf,0
743,20,RL,65,8450,Reg,Inside,SawyerW,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,108,TA,PConc,Gd,No,Unf,0,1349,1349,Ex,Unf,0
744,80,RL,70,12886,IR1,Inside,Sawyer,SLvl,5,6,1963,1999,Gable,HdBoard,HdBoard,None,0,TA,CBlock,Gd,Av,ALQ,444,76,520,Ex,Unf,0
745,120,RL,41,5395,IR1,Inside,StoneBr,1Story,8,5,1993,1993,Gable,HdBoard,HdBoard,None,0,Gd,PConc,Gd,No,GLQ,733,604,1337,Gd,Unf,0
746,60,RL,NA,8963,IR1,Inside,NWAmes,2Story,8,9,1976,1996,Hip,VinylSd,VinylSd,BrkFace,289,Ex,CBlock,TA,No,GLQ,575,487,1142,Ex,ALQ,80
747,60,RL,NA,8795,IR1,Inside,Gilbert,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,300,652,952,Ex,Unf,0
748,70,RM,65,11700,IR1,Corner,OldTown,2Story,7,7,1880,2003,Mansard,Stucco,Stucco,None,0,Gd,Stone,TA,No,Unf,0,1240,1240,TA,Unf,0
749,20,RL,59,10593,IR1,Inside,NoRidge,1Story,7,5,1996,1996,Hip,VinylSd,VinylSd,BrkFace,338,Gd,PConc,Gd,No,GLQ,919,801,1720,Ex,Unf,0
750,50,RL,50,8405,Reg,Inside,Edwards,1.5Fin,4,3,1945,1950,Gable,WdShing,Wd Shng,None,0,TA,Slab,NA,NA,NA,0,0,0,TA,NA,0
751,50,RM,55,8800,Reg,Corner,OldTown,1.5Fin,4,7,1910,2004,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,Unf,0,576,576,Gd,Unf,0
752,60,RL,NA,7750,Reg,Inside,Gilbert,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,660,660,Ex,Unf,0
753,20,RL,79,9236,IR1,Inside,CollgCr,1Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,Gd,GLQ,1200,279,1479,Ex,Unf,0
754,60,RL,80,10240,Reg,Inside,NridgHt,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,178,Gd,PConc,Gd,Mn,Unf,0,1030,1030,Gd,Unf,0
755,20,RL,61,7930,Reg,Inside,NAmes,1Story,6,8,1969,2005,Gable,Plywood,Plywood,None,0,TA,CBlock,TA,No,GLQ,439,115,1026,Gd,LwQ,472
756,160,FV,34,3230,Reg,Inside,Somerst,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,894,TA,PConc,Gd,No,GLQ,381,348,729,Gd,Unf,0
757,60,RL,68,10769,IR1,Inside,CollgCr,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Av,GLQ,20,846,866,Ex,Unf,0
758,60,RL,NA,11616,IR1,CulDSac,Sawyer,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,BrkCmn,328,TA,CBlock,TA,Mn,Rec,438,234,672,TA,Unf,0
759,160,FV,24,2280,Reg,Inside,Somerst,2Story,7,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,360,TA,PConc,Gd,No,ALQ,549,195,744,Gd,Unf,0
760,60,RL,65,12257,IR1,Inside,NoRidge,2Story,8,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,513,Gd,PConc,Gd,Av,LwQ,56,1198,1318,Ex,ALQ,64
761,20,RL,70,9100,Reg,Inside,NAmes,1Story,6,6,1959,1959,Hip,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,Rec,612,252,864,Ex,Unf,0
762,30,RM,60,6911,Reg,FR2,BrkSide,1Story,5,5,1924,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,PConc,TA,Mn,LwQ,405,740,1145,TA,Unf,0
763,60,FV,72,8640,Reg,Inside,Somerst,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,Mn,GLQ,24,732,756,Ex,Unf,0
764,60,RL,82,9430,Reg,Inside,NoRidge,2Story,8,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,673,Gd,PConc,Gd,Mn,GLQ,1163,89,1252,Ex,Unf,0
765,120,RL,30,9549,IR1,CulDSac,Veenker,1Story,8,5,1995,1996,Hip,BrkFace,BrkFace,None,0,Gd,PConc,Gd,Av,LwQ,437,0,1494,Ex,GLQ,1057
766,20,RL,75,14587,IR1,Inside,Somerst,1Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Stone,284,Gd,PConc,Gd,No,Unf,0,1498,1498,Ex,Unf,0
767,60,RL,80,10421,Reg,Inside,NWAmes,2Story,7,5,1988,1988,Gable,HdBoard,HdBoard,BrkFace,42,TA,CBlock,Gd,No,GLQ,394,586,980,TA,Unf,0
768,50,RL,75,12508,IR1,Inside,Mitchel,1.5Fin,6,7,1940,1985,Gable,VinylSd,VinylSd,None,0,TA,CBlock,Gd,Mn,ALQ,660,323,983,Ex,Unf,0
769,20,RL,70,9100,Reg,Inside,CollgCr,1Story,7,5,2004,2005,Hip,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,24,1836,1860,Ex,Unf,0
770,60,RL,47,53504,IR2,CulDSac,StoneBr,2Story,8,5,2003,2003,Hip,CemntBd,Wd Shng,BrkFace,603,Ex,PConc,Gd,Gd,ALQ,1416,234,1650,Ex,Unf,0
771,85,RL,NA,7252,IR1,CulDSac,Sawyer,SFoyer,5,5,1982,1982,Hip,Wd Sdng,Wd Sdng,None,0,TA,CBlock,Gd,Av,GLQ,685,173,858,TA,Unf,0
772,20,RL,67,8877,Reg,Inside,Edwards,1Story,4,5,1951,1951,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,Fa,No,LwQ,836,0,836,TA,Unf,0
773,80,RL,94,7819,Reg,Inside,Edwards,SLvl,6,5,1976,1976,Gable,Plywood,Plywood,None,0,TA,CBlock,TA,Av,ALQ,422,480,1029,TA,BLQ,127
774,20,RL,70,10150,Reg,Inside,NAmes,1Story,5,5,1958,1958,Gable,Wd Sdng,Wd Sdng,None,1,TA,CBlock,TA,No,Rec,456,456,912,Ex,Unf,0
775,20,RL,110,14226,Reg,Corner,NridgHt,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,375,Gd,PConc,Gd,Av,Unf,0,1935,1935,Gd,Unf,0
776,120,RM,32,4500,Reg,FR2,Mitchel,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,320,TA,PConc,Ex,No,GLQ,866,338,1204,Ex,Unf,0
777,20,RL,86,11210,IR1,Inside,CollgCr,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,240,Gd,PConc,Gd,Av,GLQ,20,1594,1614,Ex,Unf,0
778,20,RL,100,13350,IR1,Inside,Sawyer,1Story,5,5,1974,1974,Hip,HdBoard,Plywood,None,0,TA,CBlock,TA,No,ALQ,762,102,864,TA,Unf,0
779,90,RH,60,8400,Reg,Inside,SawyerW,1Story,5,5,1977,1977,Gable,Plywood,Plywood,BrkFace,320,TA,Slab,NA,NA,NA,0,0,0,TA,NA,0
780,90,RL,78,10530,Reg,Inside,Mitchel,SFoyer,6,5,1977,1977,Gable,Plywood,ImStucc,BrkFace,90,TA,CBlock,Gd,Gd,GLQ,975,0,975,TA,Unf,0
781,20,RL,63,7875,Reg,Inside,Gilbert,1Story,7,5,1995,1996,Gable,HdBoard,HdBoard,BrkFace,38,TA,PConc,Gd,No,Unf,0,1237,1237,Gd,Unf,0
782,60,RL,65,7153,Reg,Inside,SawyerW,2Story,6,5,1992,1992,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,ALQ,387,374,761,Ex,Unf,0
783,20,RL,67,16285,IR2,Inside,CollgCr,1Story,7,5,2001,2002,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,1413,1413,Ex,Unf,0
784,85,RL,NA,9101,IR1,Corner,Mitchel,SFoyer,5,6,1978,1978,Gable,Plywood,Plywood,BrkFace,104,TA,PConc,Gd,Av,GLQ,1097,0,1097,Ex,Unf,0
785,75,RM,35,6300,Reg,Inside,OldTown,2.5Unf,6,6,1914,2001,Gable,Wd Sdng,Wd Shng,None,0,TA,CBlock,TA,No,Unf,0,742,742,Ex,Unf,0
786,20,RL,NA,9790,Reg,Inside,NWAmes,1Story,6,5,1967,1967,Gable,BrkFace,Wd Sdng,None,0,TA,CBlock,TA,No,Rec,251,491,1372,TA,LwQ,630
787,50,RM,60,10800,Reg,Inside,OldTown,1.5Fin,5,6,1915,1950,Gable,MetalSd,MetalSd,None,0,TA,PConc,Fa,No,LwQ,686,0,686,TA,Unf,0
788,60,RL,76,10142,IR1,Inside,SawyerW,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,656,300,956,Ex,Unf,0
789,20,RM,50,6000,Reg,Corner,OldTown,1Story,4,7,1954,2000,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Unf,0,901,901,Ex,Unf,0
790,60,RL,NA,12205,IR1,Inside,ClearCr,2Story,6,8,1966,2007,Gable,HdBoard,HdBoard,BrkFace,157,TA,CBlock,TA,Gd,LwQ,568,264,832,Gd,Unf,0
791,120,RL,43,3182,Reg,Inside,Blmngtn,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,11,Gd,PConc,Gd,No,GLQ,16,1129,1145,Ex,Unf,0
792,80,RL,NA,11333,IR1,Corner,Mitchel,SLvl,6,5,1976,1976,Gable,HdBoard,HdBoard,None,0,TA,PConc,Gd,Av,ALQ,539,490,1029,TA,Unf,0
793,60,RL,92,9920,IR1,CulDSac,NoRidge,2Story,7,5,1996,1997,Gable,MetalSd,MetalSd,None,0,Gd,PConc,Gd,Av,GLQ,862,255,1117,Ex,Unf,0
794,20,RL,76,9158,Reg,Inside,Somerst,1Story,8,5,2007,2007,Gable,CemntBd,CmentBd,Stone,140,Gd,PConc,Gd,Av,Unf,0,1496,1496,Ex,Unf,0
795,60,RL,NA,10832,IR1,Corner,Gilbert,2Story,7,5,1994,1996,Gable,MetalSd,MetalSd,None,0,Gd,PConc,Gd,No,Unf,0,712,712,Ex,Unf,0
796,60,RL,70,8400,Reg,Inside,SawyerW,2Story,6,6,1980,1981,Gable,HdBoard,HdBoard,BrkFace,130,TA,CBlock,Gd,No,Unf,0,650,650,TA,Unf,0
797,20,RL,71,8197,Reg,Inside,Sawyer,1Story,6,5,1977,1977,Gable,Plywood,Plywood,BrkFace,148,TA,CBlock,TA,No,Unf,0,660,660,Ex,Unf,0
798,20,RL,57,7677,Reg,Inside,NAmes,1Story,5,5,1953,1953,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,BLQ,570,203,773,Gd,Unf,0
799,60,RL,104,13518,Reg,Inside,NridgHt,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,860,Ex,PConc,Ex,No,Unf,0,1926,1926,Ex,Unf,0
800,50,RL,60,7200,Reg,Corner,SWISU,1.5Fin,5,7,1937,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,252,TA,BrkTil,Gd,No,ALQ,569,162,731,Ex,Unf,0
801,60,RL,79,12798,IR1,Inside,ClearCr,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,Gd,GLQ,462,154,616,Gd,Unf,0
802,30,RM,40,4800,Reg,Inside,IDOTRR,1Story,4,7,1916,1990,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,LwQ,197,999,1196,Ex,Unf,0
803,60,RL,63,8199,Reg,Inside,CollgCr,2Story,7,5,2005,2005,Gable,WdShing,Wd Shng,None,0,Gd,PConc,Gd,Av,GLQ,648,80,728,Ex,Unf,0
804,60,RL,107,13891,Reg,Inside,NridgHt,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,424,Ex,PConc,Ex,Gd,Unf,0,1734,1734,Ex,Unf,0
805,20,RL,75,9000,Reg,Inside,NAmes,1Story,5,5,1954,1954,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,LwQ,812,124,936,TA,Unf,0
806,20,RL,91,12274,IR1,FR2,Somerst,1Story,7,5,2008,2008,Gable,VinylSd,VinylSd,Stone,256,Gd,PConc,Gd,No,Unf,0,1417,1417,Ex,Unf,0
807,80,RL,75,9750,Reg,Inside,NAmes,SLvl,5,5,1967,1967,Gable,VinylSd,VinylSd,None,0,TA,PConc,TA,Av,ALQ,400,100,980,Gd,Rec,480
808,70,RL,144,21384,Reg,Inside,BrkSide,2Story,5,6,1923,2004,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,Gd,GLQ,1309,15,1324,Ex,Unf,0
809,80,RL,85,13400,Reg,Inside,NAmes,SLvl,5,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,1047,TA,CBlock,TA,Av,ALQ,516,380,1024,TA,BLQ,128
810,75,RM,90,8100,Reg,Corner,OldTown,2.5Unf,5,5,1898,1965,Hip,AsbShng,AsbShng,None,0,TA,PConc,TA,No,Unf,0,849,849,TA,Unf,0
811,20,RL,78,10140,Reg,Inside,NWAmes,1Story,6,6,1974,1999,Hip,HdBoard,HdBoard,BrkFace,99,TA,CBlock,TA,No,ALQ,663,0,1040,Fa,LwQ,377
812,120,RM,NA,4438,Reg,Inside,CollgCr,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,169,Gd,PConc,Gd,Gd,GLQ,662,186,848,Ex,Unf,0
813,20,C (all),66,8712,Reg,Inside,IDOTRR,1Story,5,5,1952,1952,Hip,Wd Sdng,Wd Sdng,None,0,Fa,CBlock,TA,Av,Unf,0,540,540,TA,Unf,0
814,20,RL,75,9750,Reg,Inside,NAmes,1Story,6,6,1958,1958,Gable,MetalSd,MetalSd,BrkFace,243,TA,CBlock,TA,No,Rec,608,834,1442,Gd,Unf,0
815,50,RL,45,8248,Reg,Inside,Edwards,1.5Fin,5,7,1918,1950,Gable,Stucco,Stucco,None,0,TA,BrkTil,TA,No,Unf,0,686,686,Gd,Unf,0
816,20,RL,48,12137,IR2,CulDSac,CollgCr,1Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,442,TA,PConc,Gd,No,Unf,0,1649,1649,Ex,Unf,0
817,20,RL,NA,11425,IR1,Corner,NAmes,1Story,5,6,1954,1954,Gable,BrkFace,BrkFace,None,0,TA,CBlock,TA,No,BLQ,486,522,1008,Gd,Unf,0
818,20,RL,NA,13265,IR1,CulDSac,Mitchel,1Story,8,5,2002,2002,Hip,CemntBd,CmentBd,BrkFace,148,Gd,PConc,Gd,No,GLQ,1218,350,1568,Ex,Unf,0
819,80,RL,80,8816,Reg,Inside,ClearCr,SLvl,6,7,1971,1971,Gable,HdBoard,HdBoard,BrkFace,80,TA,CBlock,TA,Av,GLQ,504,506,1010,Gd,Unf,0
820,120,RL,44,6371,IR1,Inside,NridgHt,1Story,7,5,2009,2010,Gable,VinylSd,VinylSd,Stone,128,Gd,PConc,Gd,Mn,GLQ,733,625,1358,Ex,Unf,0
821,60,RL,72,7226,IR1,CulDSac,CollgCr,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,798,798,Ex,Unf,0
822,20,RM,60,6000,Reg,Inside,OldTown,1Story,4,4,1953,1953,Gable,MetalSd,MetalSd,None,0,Fa,CBlock,Fa,No,Unf,0,936,936,TA,Unf,0
823,60,RL,NA,12394,IR1,Corner,Gilbert,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Gd,Unf,0,847,847,Ex,Unf,0
824,50,RL,60,9900,Reg,Inside,SWISU,1.5Fin,6,7,1940,1950,Gable,VinylSd,VinylSd,None,0,TA,BrkTil,TA,No,Unf,0,778,778,TA,Unf,0
825,20,FV,81,11216,Reg,Inside,Somerst,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,1489,1489,Ex,Unf,0
826,20,RL,114,14803,Reg,Inside,NridgHt,1Story,10,5,2007,2008,Hip,CemntBd,CmentBd,BrkFace,816,Ex,PConc,Ex,Av,GLQ,1636,442,2078,Ex,Unf,0
827,45,RM,50,6130,Reg,Inside,BrkSide,1.5Unf,5,6,1924,1950,Gable,MetalSd,MetalSd,None,0,TA,BrkTil,TA,No,ALQ,784,0,784,Gd,Unf,0
828,20,RL,65,8529,IR1,Inside,SawyerW,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,20,1434,1454,Ex,Unf,0
829,60,RL,NA,28698,IR2,CulDSac,ClearCr,2Story,5,5,1967,1967,Flat,Plywood,Plywood,None,0,TA,PConc,TA,Gd,LwQ,249,0,1013,TA,ALQ,764
830,160,FV,24,2544,Reg,Inside,Somerst,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0,Gd,PConc,Gd,No,Unf,0,600,600,Ex,Unf,0
831,20,RL,80,11900,IR1,Corner,NAmes,1Story,6,5,1957,1957,Gable,HdBoard,HdBoard,BrkFace,387,TA,CBlock,TA,No,Rec,1040,352,1392,TA,Unf,0
832,160,FV,30,3180,Reg,Inside,Somerst,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0,TA,PConc,Gd,No,Unf,0,600,600,Ex,Unf,0
833,60,RL,44,9548,IR1,CulDSac,CollgCr,2Story,7,6,2003,2003,Gable,VinylSd,VinylSd,BrkFace,223,Gd,PConc,Gd,No,GLQ,483,458,941,Ex,Unf,0
834,20,RL,100,10004,Reg,Inside,NAmes,1Story,6,6,1964,1964,Gable,HdBoard,Plywood,BrkFace,180,TA,CBlock,TA,No,Rec,196,975,1516,TA,BLQ,345
835,20,RL,75,7875,Reg,Inside,NAmes,1Story,5,6,1961,1961,Gable,VinylSd,VinylSd,BrkFace,136,TA,CBlock,TA,No,Rec,572,572,1144,Gd,Unf,0
836,20,RL,60,9600,Reg,Inside,Sawyer,1Story,4,7,1950,1995,Gable,VinylSd,HdBoard,None,0,TA,CBlock,Gd,No,BLQ,442,625,1067,TA,Unf,0
837,30,RM,90,8100,Reg,Inside,OldTown,1Story,5,6,1948,1973,Gable,VinylSd,VinylSd,None,0,TA,BrkTil,TA,No,Rec,338,1221,1559,Gd,Unf,0
838,160,RM,21,1680,Reg,Inside,BrDale,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,158,TA,CBlock,TA,No,BLQ,330,153,483,TA,Unf,0
839,20,RL,75,9525,Reg,Inside,CollgCr,1Story,5,6,1995,2006,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,Unf,0,1099,1099,Ex,Unf,0
840,50,RL,70,11767,Reg,Inside,Edwards,1.5Fin,5,6,1946,1995,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,BLQ,352,416,768,Ex,Unf,0
841,70,RH,NA,12155,IR1,Inside,SWISU,2Story,6,8,1925,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,BLQ,156,516,672,TA,Unf,0
842,70,RM,60,10440,Reg,Inside,OldTown,2Story,5,8,1904,2002,Gable,MetalSd,MetalSd,None,0,TA,PConc,TA,No,Unf,0,650,650,Gd,Unf,0
843,80,RL,82,9020,Reg,Inside,NAmes,SLvl,6,7,1966,1966,Gable,HdBoard,HdBoard,BrkFace,183,TA,CBlock,TA,Gd,Rec,312,276,1127,TA,ALQ,539
844,90,RL,80,8000,Reg,Corner,NAmes,1Story,5,4,1961,1961,Gable,BrkFace,BrkFace,None,0,TA,CBlock,TA,No,Unf,0,1800,1800,Ex,Unf,0
845,50,RM,100,12665,IR1,Inside,OldTown,1.5Fin,5,8,1915,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,Mn,Unf,0,876,876,Gd,Unf,0
846,85,RL,NA,16647,IR1,CulDSac,Sawyer,SFoyer,5,5,1975,1981,Gable,HdBoard,HdBoard,None,0,TA,CBlock,Gd,Gd,ALQ,1390,0,1390,TA,Unf,0
847,60,RL,75,9317,Reg,Inside,SawyerW,2Story,7,5,1993,1993,Gable,HdBoard,HdBoard,BrkFace,137,Gd,PConc,Gd,No,ALQ,513,227,740,Ex,Unf,0
848,20,RL,36,15523,IR1,CulDSac,CollgCr,1Story,5,6,1972,1972,Gable,HdBoard,Plywood,None,0,TA,CBlock,TA,Av,BLQ,460,404,864,Ex,Unf,0
849,50,RL,75,45600,IR2,Inside,ClearCr,1.5Fin,6,8,1908,1997,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,Unf,0,907,907,TA,Unf,0
850,80,RL,80,9600,Reg,FR2,Veenker,SLvl,6,7,1976,1994,Hip,Plywood,Plywood,BrkFace,360,Gd,CBlock,TA,No,Unf,0,528,528,Ex,Unf,0
851,120,RM,36,4435,Reg,Inside,CollgCr,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,170,Gd,PConc,Gd,Av,GLQ,659,189,848,Ex,Unf,0
852,120,RL,NA,3196,Reg,Inside,Blmngtn,1Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,40,Gd,PConc,Gd,Gd,Unf,0,1273,1273,Ex,Unf,0
853,75,RL,53,7128,Reg,Inside,Crawfor,2.5Unf,7,5,1941,1950,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Rec,364,554,918,Gd,Unf,0
854,80,RL,NA,12095,IR1,Corner,NAmes,SLvl,6,6,1964,1964,Gable,MetalSd,HdBoard,BrkFace,115,TA,CBlock,TA,Gd,Rec,564,563,1127,TA,Unf,0
855,20,RL,102,17920,Reg,Inside,Sawyer,1Story,5,4,1955,1974,Hip,Wd Sdng,Plywood,None,0,TA,CBlock,TA,Mn,ALQ,306,372,1763,TA,Rec,1085
856,20,RL,NA,6897,IR1,Corner,Sawyer,1Story,5,8,1962,2010,Gable,HdBoard,HdBoard,None,0,TA,CBlock,TA,No,ALQ,659,381,1040,Ex,Unf,0
857,80,RL,NA,10970,IR1,Inside,CollgCr,SLvl,6,6,1978,1978,Gable,Plywood,HdBoard,None,0,TA,CBlock,Gd,Gd,GLQ,505,0,940,TA,LwQ,435
858,60,RL,65,8125,Reg,Inside,Gilbert,2Story,6,5,1994,1995,Gable,HdBoard,HdBoard,None,0,TA,PConc,Gd,No,Unf,0,702,702,Gd,Unf,0
859,20,RL,80,10400,Reg,Inside,NWAmes,1Story,7,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,189,TA,CBlock,Gd,No,Unf,0,1090,1090,TA,Unf,0
860,60,RL,NA,11029,IR1,Corner,NWAmes,2Story,6,7,1968,1984,Gable,HdBoard,HdBoard,BrkFace,220,TA,CBlock,TA,Mn,BLQ,619,435,1054,TA,Unf,0
861,50,RL,55,7642,Reg,Corner,Crawfor,1.5Fin,7,8,1918,1998,Gable,Wd Sdng,Wd Sdng,None,0,Gd,BrkTil,TA,No,Unf,0,912,912,Gd,Unf,0
862,190,RL,75,11625,Reg,Inside,Sawyer,1Story,5,4,1965,1965,Hip,Plywood,HdBoard,None,0,TA,PConc,TA,Mn,BLQ,841,198,1039,Ex,Unf,0
863,20,RL,81,9672,Reg,Corner,SawyerW,1Story,6,5,1984,1985,Hip,HdBoard,Plywood,None,0,TA,PConc,Gd,No,GLQ,338,702,1040,TA,Unf,0
864,20,RL,70,7931,Reg,Inside,NAmes,1Story,5,5,1959,1959,Hip,BrkFace,Plywood,None,0,TA,CBlock,TA,No,BLQ,1148,0,1148,TA,Unf,0
865,20,FV,72,8640,Reg,Inside,Somerst,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Ex,No,Unf,0,1372,1372,Ex,Unf,0
866,20,RL,NA,8750,IR1,Inside,NAmes,1Story,5,6,1970,1970,Gable,MetalSd,MetalSd,BrkFace,76,TA,CBlock,TA,No,BLQ,828,174,1002,TA,Unf,0
867,20,RL,67,10656,IR1,Inside,Timber,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,Stone,274,Gd,PConc,Gd,Av,Unf,0,1638,1638,Ex,Unf,0
868,20,RL,85,6970,Reg,Corner,Sawyer,1Story,4,5,1961,1961,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,ALQ,932,108,1040,TA,Unf,0
869,60,RL,NA,14762,IR2,Corner,Gilbert,2Story,5,6,1948,1950,Gable,Plywood,Plywood,None,0,TA,Slab,NA,NA,NA,0,0,0,Gd,NA,0
870,60,RL,80,9938,Reg,Inside,SawyerW,2Story,7,5,1993,1994,Gable,MetalSd,MetalSd,BrkFace,246,Gd,PConc,Gd,No,GLQ,750,300,1050,Ex,Unf,0
871,20,RL,60,6600,Reg,Inside,NAmes,1Story,5,5,1962,1962,Hip,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Unf,0,894,894,Gd,Unf,0
